id,down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl
2e797c45,53657,1867362,648085,292,3181,0,223,0,1146,0
2e9ee7c1,24567,1763548,546719,610,3937,0,930,0,331,2
2ecae626,16274,1874196,176671,212,1244,0,148,0,53,0
2ee0f648,41033,1748030,284768,445,3212,0,75,0,407,4
2ee11d9c,41781,1794674,446560,384,3220,0,971,1,470,14
2f2b1be2,1608,2291778,272870,258,1990,0,51,3,327,5
2f64d42c,93204,1859330,447010,462,3661,0,235,0,799,1
2f7356ae,1686,1782337,116342,264,1509,0,70,0,73,0
2f74828d,50123,1767333,298101,352,2487,0,1154,0,153,1
2f83bfb7,37129,1727599,416624,369,2508,0,3431,0,426,0
2f935a5c,1553,1820688,468093,560,3411,0,261,6,145,0
2fa3af34,24660,1830367,708346,784,5225,0,3165,0,697,4
2faeac7d,2131,1841542,354327,525,3662,0,137,0,707,2
2fc93786,25974,1714910,251977,278,1961,0,143,0,296,0
2fc9620b,988,1747786,365312,287,2183,0,26,0,615,0
3006e294,2269,1745605,222366,201,1145,0,55,0,37,0
30235dd1,750,1787871,461389,512,4290,0,155,1,1059,15
307e833d,64616,1854690,496373,619,4325,0,209,0,314,6
3097a2ab,9727,1831194,189375,334,2083,0,150,1,59,7
3099719d,1379,1808635,520453,499,3032,0,438,0,132,0
30c264be,1678,1792192,578731,651,3958,0,181,0,261,0
30e0f4ec,60487,1666193,279684,513,3288,0,132,0,361,0
30e2aa10,4266,1797767,527198,495,3489,0,601,0,403,16
30f509a0,137870,1858500,34733,215,1442,0,56,0,275,2
3114bf63,22165,1736791,615767,705,5792,0,959,0,860,42
31308ef1,51008,1872592,229753,328,2784,0,107,0,723,1
315bdafd,1078,1210435,119621,201,1214,0,35,0,130,0
316bd158,1075,1597740,344787,398,2544,0,486,0,421,1
31816ccf,1064,1784140,437150,431,3120,0,1216,0,234,1
31bfbe30,15418,1329827,174482,331,1813,0,102,0,104,0
31d5a61d,119968,1917313,126090,209,1104,0,99,0,39,1
31d87980,134449,1766253,132271,202,1241,0,95,0,127,0
31e423b7,55424,1790778,521304,573,3902,0,364,0,699,1
31ead610,11828,1790788,279704,307,2075,0,25,0,247,0
32351c1e,1628,1594969,155317,277,1708,0,184,0,170,0
32367f91,872805,1425182,163971,220,1362,0,27,8,133,0
323b91ab,26556,1727500,559157,456,4244,0,58,0,1437,0
32521404,8336,1797655,140968,202,1193,0,125,0,101,0
325235a6,31217,1808754,304496,409,2610,0,25,0,409,0
32897e88,1535,1755968,167718,237,1418,0,157,0,141,0
32a001ec,7455,1334306,128048,234,1427,0,43,0,103,0
32a0d334,975,557392,259256,335,2008,0,25,0,213,0
32a8bf6e,21514,1795137,475771,474,3666,0,139,0,891,2
32abae3d,298895,1825334,380822,391,2757,0,217,0,408,4
32c5e6b9,1950,1620132,203930,214,1276,0,21,0,80,0
32f5dae7,2229,1652686,830680,544,5139,0,936,1,1524,0
330e0852,32572,1808308,190325,239,1639,0,40,0,239,0
331c5ed4,35704,1773076,296743,369,2670,0,99,0,511,1
3320a922,30766,1859754,282320,353,2561,0,133,0,445,0
332aaadc,34583,1749714,392851,532,3551,0,816,0,410,0
3330a3c2,46188,1767300,281292,223,1685,0,105,0,365,0
335fc8c4,27969,1813028,368373,576,3823,0,140,0,548,1
339ef1f1,56519,1693777,135350,215,1592,0,70,0,31,0
33e55b8e,5222,1841376,258007,412,2486,0,501,0,100,0
3402f8b4,415413,1747860,289246,338,2402,0,64,0,58,1
3430ffd9,21087,1816024,301076,314,1924,0,55,0,77,5
34374e3a,2298,1800659,324543,210,1845,0,522,0,751,0
347a3473,672,1687732,959581,1141,7356,0,435,0,398,0
349165a7,100588,1896967,432614,435,2771,0,52,1,247,0
34e6276d,2207,1790819,514665,441,2765,0,123,0,438,3
34e9c080,6696,1807248,186569,205,1618,0,94,0,253,0
3507df06,45251,1784333,184497,253,1526,0,70,0,239,1
350bf2fc,1279,1776017,546353,523,3741,0,85,1,401,0
357dd517,5565,978172,318705,275,2012,0,131,0,324,2
35a8b483,129793,1711831,116560,212,1320,0,145,0,70,0
360df630,2123,1816842,322752,416,3048,0,123,0,437,3
361ba892,10528,1716659,150399,202,1418,0,123,0,169,0
361d0e8e,1631,1782093,166675,270,1804,0,49,0,187,0
36262fb9,80409,1824773,183447,264,1635,0,263,0,146,0
363cff31,35449,1688110,538063,517,3280,0,83,0,454,0
3665bfcd,41528,1859295,556131,269,2914,0,963,0,693,15
36937fb5,3262,1800595,280796,312,1926,0,74,0,108,4
36a25efa,2435,1107487,266828,392,2620,0,1720,0,464,0
36e03ded,22438,1770161,363478,462,2977,0,70,0,349,0
370be0e8,3291,1783286,488260,713,4267,0,111,0,329,0
371354c9,27208,1764929,273413,337,2414,0,60,0,349,4
37677d9c,22871,2517732,176213,298,1775,0,61,0,150,0
37870635,2608,1797458,340424,432,2902,0,217,0,302,5
37938f0a,2644,1690145,494609,528,3060,0,106,0,90,0
37aad1c0,848,1757547,297379,346,2275,0,390,0,262,1
37af08ac,30027,1783841,318174,507,3184,0,55,0,231,1
37d60336,79596,1743490,283240,354,2487,0,499,0,298,4
37da53ba,84921,1804119,259576,280,1770,0,195,0,466,0
3801ae95,1845,1777962,238399,404,2639,0,64,0,231,1
3814e70a,2296,1757425,178417,245,1643,0,59,1,199,0
3834adcb,26340,697474,272051,370,2514,0,251,0,290,1
38556f4b,55574,1686769,253256,281,1880,0,97,0,423,1
386de32e,101157,1870749,530618,501,3458,0,2830,3,624,2
38e46312,29477,1710570,298476,370,2727,0,68,0,778,0
38fd0668,1045,1928688,617429,803,5850,0,135,0,697,2
3919c54f,737,1799806,398605,658,4666,0,186,0,530,10
3931a16a,50706,1790365,305164,498,2905,0,226,0,137,0
3938f736,39200,1867996,484183,656,4760,0,180,0,603,12
393b3fa8,900,1376058,432938,388,2868,0,460,0,514,0
394aa22d,37921,1766427,374062,312,2445,0,103,0,793,0
394c1342,34446,1837120,456585,305,2810,0,301,0,937,2
3965375d,29570,1777975,166582,214,1218,0,387,0,27,0
3977377a,133738,1761102,205594,218,1551,0,530,1,249,5
39bf6230,2394,1795629,245325,208,1470,0,118,0,130,6
39d8a62f,1426,1766122,139131,202,1343,0,39,0,95,0
3a1281c8,21851,1806747,416486,506,3509,0,1187,0,670,0
3a1d42c9,21313,1769018,405694,575,3956,0,77,0,510,2
3a266257,1563,1817713,49401,111,671,0,25,0,38,0
3a2e0bee,70929,1857761,406670,329,2124,0,81,0,154,1
3a39504e,2514,1731604,239520,273,2130,0,63,0,211,1
3a5b6512,76890,1715286,207187,273,1773,0,38,0,158,1
3a65a167,1867,1725653,285362,301,1747,0,192,0,187,0
3a894e01,594,1755009,286219,350,2139,0,177,0,406,0
3a8c1895,66873,1813800,346916,408,2280,0,111,0,82,1
3abc84bf,3494,1785599,317258,396,2510,0,104,1,217,0
3b16cdcc,32625,1761226,379908,395,2760,0,391,2,461,0
3b255c54,44252,1665292,303525,753,4512,0,352,0,213,0
3b5cd2b2,106,1789517,924671,1247,8666,0,158,0,1489,0
3b664e22,34608,1477044,316077,425,2460,0,64,0,108,0
3b75532b,45088,1790657,390129,395,2852,0,1908,0,412,2
3bb7e7f4,4606,1745332,204540,239,1820,0,70,1,233,0
3bda31e6,157812,1800766,141254,216,1426,0,47,0,125,0
3bfdb870,864,1789077,262589,399,2854,0,118,0,453,0
3c1538c7,7414,1799269,198749,284,1884,0,106,0,214,1
3c3605d7,64883,1795006,452831,517,2984,0,631,0,135,0
3c417fd5,35191,1794619,335855,635,3877,0,425,1,216,5
3c53bfa0,2128,1801998,308046,300,2316,0,136,0,429,6
3c79be4b,9602,1790082,208594,302,2053,0,1267,0,280,1
3c837aa3,113487,1770664,137665,215,1243,0,58,0,83,0
3c957930,49691,1743445,484192,315,2332,0,91,0,261,10
3cb3b607,166294,1805466,217761,177,1140,0,193,6,548,0
3cc2d640,16944,1800174,563863,968,5584,0,160,0,610,1
3cffdc8a,4726,1766042,260060,509,2928,0,156,0,156,0
3d1f8204,95046,1838090,197193,265,1915,0,49,0,253,0
3d24cd53,19944,1856871,350249,416,2694,0,179,0,289,0
3d6b15dd,26551,1790094,404917,462,3747,0,50,0,549,0
3d95f52a,66506,1805543,235933,527,2799,0,37,0,37,0
3dccb44b,26399,1766189,200338,269,2046,0,52,0,422,0
3de6dde6,214495,1802522,395018,520,3160,0,146,0,193,0
3deab542,2296,1499336,251584,339,1936,0,72,0,62,0
3e0aa9dd,112498,1805833,431849,501,3202,0,279,0,368,2
3e10785d,1936,3916861,235278,217,1302,0,85,0,83,0
3e2b4048,5569,1798731,235920,252,1564,0,5,0,30,0
3e3303e5,44334,1809929,305332,480,3678,0,353,1,741,0
3e3848e6,26226,1804695,466503,724,4310,0,81,0,208,0
3e3cb355,1039,1961295,454268,462,3200,0,369,1,492,2
3e40ecd2,55765,1815858,347581,522,2880,0,51,0,94,0
3e498d1f,779,1810909,556150,597,4513,0,118,2,298,4
3e4d4afe,151087,1801856,290220,209,1372,0,613,0,190,0
3e5c062d,53986,1743353,169173,235,1572,0,151,1,271,0
3e6f3340,760,1786845,691672,761,5292,0,1128,0,731,1
3e99d020,53795,1804738,295115,353,2283,0,70,7,176,0
3ec5db01,23565,1844943,648871,680,4846,0,601,0,876,3
3ec68173,1481,1690347,552355,605,4380,0,131,0,457,6
3ec690e1,40618,1613541,297557,332,2277,0,38,0,275,1
3f0ba72c,1663,1795932,213516,428,2460,0,199,0,80,1
3f73ca80,53086,1798008,357309,293,2475,0,223,0,662,0
3f7887c6,1416,1852310,257590,279,1754,0,13,0,87,1
3fc18493,874,1771937,302177,484,3667,0,162,0,767,4
3fdd2b5e,1116,1731996,479626,366,2845,0,907,2,596,1
3fdf630c,1124,1645981,264912,426,2915,0,110,0,424,1
3fe62246,30396,1788011,298557,392,2639,0,100,0,220,9
3ff9d316,35258,1872730,518588,486,3391,0,219,0,664,1
40145912,31541,1815731,154799,353,2177,0,100,0,122,1
402c7ed8,35680,1799979,393215,475,3398,0,74,0,323,1
4042f12f,143034,1885223,323366,559,3276,0,103,0,568,1
40556bf1,2790,1746810,605674,805,4872,0,92,0,249,0
409e7178,428673,1794779,155664,224,1344,0,156,0,138,0
40b28508,147288,1805510,294001,313,1809,0,127,0,61,0
40caf723,2113,1897252,409204,378,2687,0,150,1,234,6
40f941ae,1994,1725762,561485,342,2589,0,588,0,342,1
40fd4917,174425,1775528,128871,222,1397,0,79,0,139,0
4107bf80,8161,1808740,320586,415,3047,0,2251,1,228,15
41090ec8,1261,1847105,217326,214,1404,0,207,0,111,2
41388810,60745,1801467,605280,519,4188,0,64,0,1143,1
414827f7,25640,1706337,199928,337,2292,0,99,0,144,3
41a021da,51632,1801145,203074,260,1623,2,545,0,44,2
41af0616,38361,1705323,285458,283,2404,0,434,0,571,2
41b95fbe,25327,1077660,317835,311,2143,0,173,0,237,0
41b9cd13,1628,1810433,305733,479,3137,0,50,0,182,0
41eb8f63,2449,1814402,477624,527,3947,0,134,0,741,1
421391ad,575,1777336,362849,417,2830,0,188,0,362,0
421595e4,1055,1799524,461051,640,4134,0,187,0,394,0
4219ea83,55913,1763896,399346,423,2813,0,164,0,342,5
42244528,4625,1808486,451754,498,3096,0,118,0,313,0
422636b0,944,1780983,478489,645,3847,0,2215,0,280,2
426da54b,1030,1869965,453818,589,3621,0,116,1,395,1
429585ca,45124,1805521,368103,227,2308,0,87,0,431,4
4297d74a,667,1827701,199803,216,1605,0,253,0,374,5
42c392da,2586,1799316,527067,365,3125,0,1576,0,945,4
431c41af,1586,1776521,108683,204,1399,0,53,0,201,0
4393ebf4,40198,1783595,509481,496,3527,0,761,1,480,2
439423ad,2288,1793688,420154,337,2332,0,570,0,420,0
439e2f35,259770,1799746,281813,211,1598,0,32,0,287,0
43a4e74a,90209,1762894,417339,354,2715,0,150,0,305,5
43c6ef75,158299,1995130,140089,180,1234,0,72,0,272,0
43c78bc4,37222,2387105,277472,406,2897,0,81,0,131,12
43f41326,50280,1909586,262445,276,2124,0,37,0,399,4
440fef25,33076,1801902,670678,710,5001,0,109,0,791,4
4422c098,28480,1875445,528132,500,4136,0,164,0,1060,0
4429109b,27640,1814156,174199,315,2311,0,121,0,299,0
447b0de9,19295,1797602,297672,305,2359,0,759,0,735,0
4483f461,21445,1628729,600171,1000,6351,0,117,0,580,0
44a97944,20689,1801271,560061,953,5256,0,112,0,122,1
44ec0937,145105,1744157,226944,268,1815,0,657,0,232,2
44f11deb,35791,1857137,327368,223,1964,0,66,2,696,0
44f746fe,154370,1731312,187615,243,1727,0,31,0,175,0
453837dc,379163,1866710,441405,648,4086,0,498,0,363,0
4552825f,969,1758331,161756,348,2167,1,73,2,257,0
455c8318,266655,1815798,268822,388,2698,0,246,0,481,0
458bb9cc,63054,1386409,389672,316,2078,0,389,0,190,0
459d7670,798,1806069,666572,457,4115,0,643,0,1000,8
45d6b818,2248,1797245,321478,224,1765,0,210,1,449,6
45ddf704,1696,1727117,312005,483,3145,0,97,0,289,5
45eeb87c,20315,1626890,149871,231,1680,0,259,0,251,0
45f17ed3,1919,1688089,206963,407,2739,0,82,0,217,1
4608c4a1,91231,1728722,599421,354,1983,0,63,1,74,0
460a3b3d,76034,1803817,210987,231,1745,0,44,0,306,1
4626334e,20684,1733344,307482,427,3236,0,410,3,568,8
466921d4,2470,1740758,154602,211,1300,0,133,0,46,0
4684bf0c,26294,1786348,217840,275,1783,0,47,0,189,2
46c9e4e3,25927,1409270,299764,289,1967,0,63,0,214,2
46d71c87,59370,1826276,138958,200,1323,0,115,0,72,0
47263855,1727,1796420,144958,211,1158,0,66,0,35,0
472a5037,30787,1472783,189980,215,1633,0,591,1,288,0
473222c1,9573,1771340,603507,675,5027,0,127,0,383,2
473d1159,10832,1767415,543157,723,5596,0,219,0,1661,0
473d6f24,4882,1727696,96914,213,1663,0,17,0,424,0
475006df,53298,1361943,309281,333,2389,0,68,0,296,4
477e4c8a,28981,1721544,382610,218,1845,0,152,0,531,0
47904389,1446,1639446,378913,422,3028,0,88,0,436,3
47de2009,31465,1793664,282591,320,2500,0,464,0,433,6
48201b3d,4207,1789694,263623,293,2006,0,683,2,183,2
4854cde9,2268,1779625,291875,558,3772,0,101,0,660,0
48594724,86290,1696526,173942,256,1689,0,204,2,184,0
486dc5f0,71201,1779406,219489,465,2730,0,2128,0,140,1
487a093f,25870,1815436,519424,701,4943,0,287,1,532,9
487acbd9,3912,1779133,460982,656,4005,0,94,0,245,0
488b994c,25824,1807539,428704,523,3455,0,133,0,282,1
488d195b,32440,1756842,203896,220,1893,0,981,0,283,0
488dbe18,33219,1729375,238431,345,2149,0,47,0,209,0
489902fe,14855,1784107,98486,205,1285,0,75,0,119,0
48aaa3c6,1628,1803758,506250,293,2843,0,116,0,764,6
48aad08f,48682,1787052,186636,365,2381,0,113,0,290,0
48be0afe,3089,1803381,236052,285,1739,0,142,0,142,1
48edc5c8,159461,1870027,220341,340,2264,0,360,2,378,0
48fbb3ef,64922,1820309,99084,214,1313,0,254,0,94,0
48ff5381,1892,1799119,267597,439,2937,0,111,1,291,3
48ff8d38,18253,1727768,630733,834,5443,0,93,0,445,6
490c19c0,54775,1847667,397358,704,4208,0,129,37,238,5
49190165,36314,1794178,168891,342,2036,0,62,0,180,0
4939d3d1,4044,2046543,227074,232,1893,0,162,0,384,0
493aec30,30348,1802382,256012,281,1724,0,55,0,118,0
49488813,4697,1801005,162219,201,1449,0,20,0,168,0
494b2e17,63134,1791032,181627,244,1669,0,69,0,121,0
494d5ab2,8121,1805379,275284,491,3040,0,118,1,172,3
494fdf3e,67465,1779194,212033,241,1800,0,75,0,342,0
49628584,6348,1803877,442546,399,2575,0,86,0,177,0
497c5987,32820,1819845,527097,347,3325,0,369,2,870,9
4994a1b7,6267,1801974,227076,219,1599,0,74,0,220,0
49d31772,1975,1797430,210741,233,1666,0,138,0,299,3
4a2e23ae,33201,1749083,166792,249,1730,0,374,0,293,0
4a52b71b,667,1781651,156839,233,1415,0,488,0,112,0
4a96faab,43939,1764588,214455,378,2253,0,51,0,192,1
4aa3a5d5,35150,1847161,509539,413,3025,0,229,0,575,0
4ad56fd3,36157,1792535,166925,437,2856,0,264,0,334,0
4b0ae22f,1788,1798246,466486,527,3653,0,243,0,451,1
4b100e58,35381,1837011,153758,235,1727,0,112,0,396,0
4b313e06,20540,1797263,226901,274,1858,0,142,2,140,1
4b3c6c52,5828,1799174,625526,652,4595,0,280,0,705,0
4b40b5c0,2313,1775530,126483,219,1318,0,93,0,91,0
4b511325,64706,1803928,415847,640,3735,0,65,0,141,0
4b54047f,114133,1830560,418920,450,3252,0,141,0,504,2
4b70721a,1668,1616801,386929,384,3028,0,109,0,779,1
4bb0b16f,1789,1799536,288875,384,2890,0,210,0,296,20
4bb55429,32328,1804313,462390,536,3431,0,629,0,336,2
4bc66798,2859,1879931,716739,506,2979,0,2553,0,80,5
4be768c3,21885,1764557,252649,219,1720,0,115,0,371,0
4bf58df2,26073,1810703,303645,370,2908,0,125,0,407,22
4c084150,1422,1747766,166120,220,1491,0,230,0,164,8
4c0f5ea3,94803,1794703,647443,757,4223,0,92,0,224,0
4c29fc28,5531,1784671,450277,474,3445,0,94,0,700,3
4c36ee7c,59295,1800338,469333,565,3512,1,547,0,389,2
4c542568,74070,1712904,364782,458,3056,0,92,0,384,5
4c5545d0,1101,1792479,313519,550,3861,0,112,0,307,7
4c5b9963,9521,1779551,160278,282,1843,0,54,0,111,1
4c665694,80016,1626164,310415,323,2141,0,48,1,330,2
4c6b68d7,152747,1729296,175443,212,1531,0,53,0,170,0
4c8431de,1649,1582016,180522,203,1081,0,6,0,21,0
4c96253e,17858,1778520,245060,335,2409,0,2272,0,337,1
4c973b64,29975,1800716,480204,676,4727,0,309,0,729,1
4ca65256,57028,1686338,467065,646,4260,0,478,0,600,0
4cad4523,67235,1799268,202810,423,3081,0,145,0,600,0
4ccd16f5,20085,1795842,243342,296,1853,0,558,0,156,0
4d050f27,91359,1931045,168036,207,1500,0,69,0,274,0
4d0cc87e,24084,1800118,227674,320,2180,0,54,0,213,0
4d1d25cd,4734,1745868,539229,537,3722,0,55,0,452,1
4d2518f9,843,1875216,945004,632,5350,0,157,2,445,15
4d27ea35,48017,1773210,352325,433,3055,0,151,0,846,0
4d3dd6a7,22308,1797440,306114,360,2461,0,923,0,280,1
4d55f4d4,3491,1710888,119117,205,1491,0,43,0,121,2
4d659308,1759,1788278,439223,370,2186,0,826,0,90,1
4d83896e,38974,1710225,309006,437,2541,0,366,0,193,6
4d9acb35,2936,1798148,474273,926,5861,0,149,1,782,0
4dba875a,1116,1803457,422134,567,3548,0,72,0,426,0
4df463e8,5318,1776549,357773,502,2671,0,101,0,108,0
4df5c36d,11175,1796737,528315,534,4454,0,169,0,817,9
4e0493e2,140008,1865445,214789,201,1596,0,413,0,273,1
4e07b17b,5817,1814270,194323,252,1731,0,20,0,178,1
4e21e149,21787,1702747,579576,578,6395,0,520,0,731,6
4e42a8d0,6434,1820269,313132,399,2745,0,136,0,352,2
4eac4460,29616,1930489,415827,475,2865,0,68,0,172,0
4ead4432,104581,1791267,178369,374,2319,0,137,0,358,0
4ef2c4d6,3413,1828925,295226,204,1491,0,338,0,261,1
4efb9677,19170,1797475,275698,442,2872,1,232,0,380,4
4f423d3a,1327,1803057,406984,210,1369,0,1621,0,98,1
4f48b15e,2744,1819910,743049,686,3863,0,112,1,196,1
4f58b9c8,82553,1807775,469813,659,4100,0,112,0,361,0
4f790e0d,1448,1386555,134334,223,1584,0,59,0,113,0
4fab5ef9,1321,1527418,666429,1296,8096,0,365,19,531,4
4fc52b72,33389,1394757,176106,221,1343,0,44,0,166,0
5025c0ab,2365,1729001,426260,490,2800,0,218,0,198,1
5030aa8f,21149,1649800,206784,287,2037,0,108,1,233,0
503b1f32,2775,1867349,240272,317,2144,0,162,0,197,7
50457931,1873,1854172,425791,343,2847,0,205,1,520,14
5046478b,3736,1280960,209851,321,1975,0,34,0,139,0
5091645f,2295,1771558,398490,599,3708,0,381,0,260,2
5092df71,1802,1510496,338676,361,2265,0,397,0,144,0
5099e6e4,36689,714519,150511,260,1570,0,46,1,161,0
50a6255f,6133,1794450,103074,235,1349,0,74,0,62,0
50b091c1,2878,1704104,185259,207,1283,0,27,0,51,0
50c1487d,2448,1746621,315082,407,2944,0,140,1,527,0
50f6a379,2266,1800765,205551,228,1598,0,195,0,237,0
50fcfcb0,94414,1875067,284346,339,2516,0,38,0,600,0
5174669a,4237,1802023,338710,376,2603,0,818,0,316,0
518a82de,3258,1806514,490583,524,3944,0,113,0,366,5
518d1052,232825,1724460,163125,211,1454,0,46,0,121,0
5200e1c1,29025,1715422,356676,295,3450,0,124,0,1793,0
520d7802,230359,1899419,283351,423,2873,0,73,0,360,0
52106fb4,40500,1766924,356464,466,3543,0,1026,0,741,1
52125f9b,1059,1779741,353393,373,2423,0,83,0,168,0
522894e5,31531,1776192,242698,301,1970,0,77,0,226,0
5252751a,14212,1424783,186475,328,1915,0,121,0,49,0
52969080,35176,1764195,285555,330,2156,0,57,0,302,1
5299dfb8,1780,2358382,232025,370,2311,0,139,4,212,0
529fdadf,44588,1755329,221185,358,2205,0,155,0,280,1
52bec922,136073,1815604,106029,246,861,0,81,3,153,0
52c2217c,4911,1804605,348819,213,1275,0,830,0,56,1
52c8c00d,32417,1314960,391188,450,2762,0,39,0,280,1
52cb9d7e,67411,1492590,344151,564,3808,0,371,0,414,0
52d6746f,22875,1743459,180542,262,1981,0,103,0,365,0
5310936a,1786,1756427,377530,402,3026,0,2173,1,628,0
531642e5,43232,1690684,420607,373,2570,0,203,1,258,0
5327ff63,1075,1791802,340764,350,2446,0,122,0,327,6
53484052,69054,1783766,433734,297,2469,0,352,1,559,13
53963d60,2329,1285807,370684,351,2270,0,55,0,213,0
53ad302c,1049,1784575,302759,248,2179,0,80,0,326,9
53eae7f2,1425,1795729,421383,651,4273,0,484,0,344,0
53ef14a4,1920,1790109,377406,371,2266,0,411,0,160,0
54066b22,4029,1799090,419239,387,3931,0,77,0,422,0
54130282,2077,1797497,329452,391,2924,0,638,0,388,9
54156150,19509,1751556,302437,266,1650,0,102,0,130,0
54249b1b,8580,1825678,142364,203,1176,0,37,0,58,0
543f1649,30521,1796050,402273,365,2350,0,33,0,286,1
544bf58f,1905,1746393,359824,356,2352,0,1531,0,157,6
5461650e,4516,1803780,484973,386,2935,0,54,0,597,0
54687e6e,32727,1803033,486249,754,4453,0,414,0,356,0
5484cf05,1408,1808194,473559,608,3773,0,73,0,285,0
54b21b6c,730,1763740,294031,397,2660,0,124,0,250,3
54be5170,10490,1716414,578335,592,3555,0,105,0,190,1
54c04585,1302,1785705,161235,238,1605,0,82,0,218,0
54e4b9ea,26620,1754663,147172,201,1324,0,101,0,105,8
54fa76a8,1025,1861248,347298,390,3119,0,492,0,471,19
54fb4afe,833,1799669,398971,503,3259,0,35,0,571,0
54ffe46e,1418,1738015,253560,338,2426,0,122,0,290,0
55203483,1039,1623344,146300,212,1269,0,30,0,89,0
55803c82,990,1712004,454050,521,3832,0,163,0,361,4
55850677,778,1803467,895010,567,5119,0,630,0,1555,1
55850b72,1539,1775346,211325,318,1781,0,404,0,132,0
5590d775,19903,1740661,790363,383,5050,0,320,0,1581,3
55c47563,27955,1349244,200988,204,1538,0,297,0,186,0
55c964af,79343,1774849,315479,341,2135,0,89,0,274,0
55e10d59,175928,1810620,477605,582,3279,0,62,0,235,0
55e74440,27227,1787357,250342,323,2349,0,178,0,401,3
55e7ce9c,100603,1709171,156124,213,1474,0,52,0,89,0
561640d2,841,1767709,487430,693,4973,0,957,0,464,1
56172efb,121410,1575840,161387,243,1504,0,56,0,199,0
56464b89,1855,1800161,263200,294,2317,0,744,0,497,0
56586ecf,911,1668895,355704,485,2890,0,125,0,152,1
568ceeb6,5573,1792876,226878,400,2448,0,148,0,155,0
569d8062,1385,1773617,164812,223,1715,0,341,0,399,4
56c2c82f,54461,1730588,331543,215,1739,0,102,0,428,0
573a489e,222492,1611477,175685,310,1815,0,48,0,125,0
574837f4,4658,1800768,199275,207,1398,0,179,0,167,0
575c5872,56845,1789009,419631,330,2012,0,422,0,144,5
576e9414,1872,1785262,129516,201,1340,0,59,0,149,0
577a6280,30567,1795606,445924,433,2466,0,56,0,104,0
57cf7d76,250771,1799645,147093,202,1328,0,50,0,162,0
57de9e7c,247163,1784860,185361,269,1772,0,90,0,88,0
57e59a7e,28902,1874433,447901,419,3630,0,2085,0,1068,0
581eaf19,3679,1881542,660855,396,3766,0,1080,0,539,0
5823d883,1069,1905982,178490,251,1705,0,284,0,205,0
582dbb0e,1871,1755164,359083,504,3717,0,245,0,614,2
58b8feff,49872,1875198,282969,277,2428,0,150,2,250,24
58e307a8,1484,1775568,324879,215,1311,0,479,0,55,2
59247531,40307,1806230,258724,273,2224,0,674,0,393,11
592852fc,42068,1593657,494408,295,2848,0,148,0,542,7
59391c3d,32215,1776525,322296,379,2158,0,84,0,120,2
593e705f,26389,1411081,302498,407,3101,0,248,0,147,18
594c2957,66056,1800676,537391,441,3393,0,642,0,839,2
596d2b93,937,1791932,714801,789,5268,0,121,0,617,1
59b1303d,1444,1788038,771304,914,7151,0,387,2,1703,3
59b922be,1389,2038887,223411,339,2222,0,345,0,236,0
5a3f0d07,1208,1607315,17541,35,230,0,9,0,23,0
5a685b17,713005,1757816,117413,213,1364,0,36,0,81,0
5a7d2bb0,5047,1808272,142806,202,1241,0,74,0,86,0
5a841dce,3901,1769982,217916,219,1564,0,115,0,104,21
5ab35d62,21328,1801844,458460,666,4153,0,617,0,470,0
5afe1846,56711,1780769,390298,402,3161,0,491,0,710,0
5b3282ec,1344,1828220,176205,233,1832,0,71,0,299,0
5b3d816d,35879,1787672,313358,564,3130,0,122,0,112,0
5b45d605,24661,1517528,304393,256,2105,0,566,0,539,1
5b684c92,2279,1813438,388504,381,3262,0,166,0,572,10
5ba1bddf,174678,1770386,424535,497,3556,0,172,0,620,1
5bb0af01,1203,1744506,399699,498,2837,0,354,0,149,1
5c16af37,966,1800185,416560,497,3309,0,763,0,371,0
5c1ba571,1755,1750943,500712,435,3539,0,248,0,521,3
5c3ee912,18147,1799129,581097,724,4548,0,112,1,405,0
5c423ef1,100311,1798138,146446,242,1447,0,438,0,36,0
5c547ccd,81116,1675258,166728,220,1620,0,85,0,145,4
5c565da6,5152,1728666,221015,352,2114,0,253,7,257,0
5c5e3889,68075,1718898,468149,404,3448,0,384,1,927,0
5c80564f,1394,2009310,442786,437,4021,0,286,0,237,28
5c8617f8,4264,1798502,282785,309,2028,0,99,0,375,0
5c88a769,2074,2366213,144833,203,1275,0,31,0,77,0
5c9487e2,26600,1801554,354844,348,2580,0,57,0,404,0
5cd4e6be,1136,1807595,373055,373,3314,0,180,0,649,5
5cd89d6a,31232,1791104,208823,262,1585,0,104,0,65,0
5cdb9757,24531,1796340,542208,550,4125,0,159,0,775,3
5d2dc268,116811,1735282,239084,210,1720,0,122,0,397,1
5d434b72,1033,1382804,297756,483,3112,0,216,0,257,0
5d650af6,1976,1796283,491995,391,3440,0,152,1,783,7
5dc57e61,75301,1813540,204312,328,2118,0,753,0,433,1
5dd88533,1926,2111163,548238,518,3715,0,496,0,678,5
5dfbc450,2242,2151411,587404,519,3412,0,100,0,472,0
5e048ae3,293076,1671395,258158,241,1639,0,132,0,169,0
5e25026d,1894,1813140,276964,232,1869,0,177,0,571,0
5e39639b,47299,1768889,220244,210,1475,0,158,0,80,5
5e462523,39738,1823570,255336,268,1792,0,99,0,120,5
5e4e767b,1916,1795689,114189,203,1149,0,61,0,85,0
5e4eb9ba,3241,1843883,178733,252,1701,0,87,0,165,4
5e53f74c,23887,1794846,291898,608,3882,0,82,0,127,0
