down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl,Space,Backspace,Delete,Control,Enter
2677,1877063,459739,604,3934,0,168,0,301,3,698,288,13,0,9
2943,1741979,293831,415,2520,0,644,0,257,0,454,257,0,0,6
1552,1513474,258470,445,3103,0,67,0,422,0,552,422,0,1,7
31374,1739725,252421,522,3554,0,215,0,496,0,618,496,0,0,6
5407,1963207,196014,223,1641,0,250,0,208,0,277,219,1,0,2
95585,1874543,331514,473,2881,0,79,0,269,2,548,269,0,0,2
17662,1801484,202068,243,1562,0,67,0,129,0,276,129,0,0,5
102685,1810475,255960,220,1581,1,338,0,227,3,315,228,0,0,2
14206,1797134,532822,479,4155,0,131,0,943,3,769,943,0,0,5
31404,1792311,427346,519,3203,0,84,0,179,1,550,179,0,0,8
706,1772177,361836,564,3817,0,219,0,431,11,630,431,0,0,8
102618,1791901,162198,227,1633,0,61,0,223,3,270,223,0,0,4
236351,1787183,67556,221,1171,0,109,0,36,0,248,36,0,0,4
119478,1858559,196650,182,1335,0,60,0,246,0,232,246,0,0,4
1543,1791554,333238,374,2966,0,120,1,458,4,492,457,0,0,15
51726,1798448,253704,318,1973,0,75,0,184,0,348,184,0,1,4
4042,790488,215653,377,2196,0,41,0,97,0,396,97,0,0,7
10461,1833452,184036,281,1684,0,52,13,116,0,291,116,0,0,8
1019,1787726,229015,358,2558,0,81,0,455,0,432,455,0,0,9
8795,1803648,460394,218,2170,0,104,1,588,0,499,587,0,3,8
2531,1831056,269798,351,2712,0,819,0,558,0,473,558,0,0,10
1656,1804401,457692,371,4016,0,527,4,749,13,718,746,0,6,17
1952,1809518,192428,231,1784,0,161,0,290,0,352,290,0,0,20
3657,1783315,192614,213,1564,0,121,0,195,0,255,195,0,0,6
1854,1801801,469275,468,2898,0,68,0,213,1,513,211,2,0,14
1331,1615083,231696,256,1616,0,78,0,167,0,288,167,0,1,4
47616,1802563,159679,238,1813,0,220,0,215,0,446,63,152,0,7
1257,1669942,260211,401,2426,0,179,0,324,0,451,331,0,0,11
2442,1792743,416107,594,4023,0,1286,0,332,0,634,332,0,0,6
274483,1739006,108009,205,1384,0,402,0,145,0,229,145,0,0,6
27020,1773331,234412,232,1743,0,198,0,252,0,300,252,0,0,6
28007,1884227,649840,1233,7435,0,568,0,405,2,1298,405,0,0,14
79551,1783504,200368,271,1833,0,157,0,285,0,331,285,0,0,4
1841,1799670,460710,322,2748,0,103,0,866,1,441,867,0,0,7
1654,3890121,680884,366,3918,0,4943,1,1727,2,705,1728,0,0,14
1226,1762980,309709,221,1997,0,233,0,690,0,254,879,0,0,4
1304,946361,182194,230,1776,0,46,0,407,1,306,415,0,6,0
6648,1751853,243419,245,1875,0,423,0,306,1,292,306,0,0,8
5623,1559440,392202,626,4232,0,85,0,480,0,698,480,0,0,4
413761,2513475,312018,670,4879,0,430,0,1153,1,882,1153,0,0,5
83804,1754567,293324,314,2026,0,52,0,219,0,378,219,0,0,4
42373,1800346,352260,368,2275,0,122,0,74,0,377,74,0,0,6
85640,1808252,487836,401,3087,0,427,0,768,0,559,773,0,0,8
27952,1802529,621897,519,3225,0,387,0,352,0,622,279,73,0,8
37608,1807085,546897,1186,7390,0,402,0,687,0,1279,687,0,0,10
98597,1779413,288889,215,1819,0,183,0,208,0,251,208,0,0,382
28919,1798130,197168,273,1733,0,324,0,216,0,337,216,0,0,4
29864,1866746,409282,378,3797,0,1094,0,1542,8,660,1542,0,0,16
53657,1867362,648085,292,3181,0,223,0,1146,0,545,1157,0,0,7
24567,1763548,546719,610,3937,0,930,0,331,2,703,327,4,0,4
16274,1874196,176671,212,1244,0,148,0,53,0,226,53,0,0,4
41033,1748030,284768,445,3212,0,75,0,407,4,532,407,0,0,10
41781,1794674,446560,384,3220,0,971,1,470,14,543,467,2,0,6
1608,2291778,272870,258,1990,0,51,3,327,5,333,327,1,3,5
93204,1859330,447010,462,3661,0,235,0,799,1,604,799,0,0,10
1686,1782337,116342,264,1509,0,70,0,73,0,271,73,0,0,3
50123,1767333,298101,352,2487,0,1154,0,153,1,456,141,12,0,10
37129,1727599,416624,369,2508,0,3431,0,426,0,448,426,0,1,11
1553,1820688,468093,560,3411,0,261,6,145,0,597,145,0,0,8
24660,1830367,708346,784,5225,0,3165,0,697,4,917,697,0,0,14
2131,1841542,354327,525,3662,0,137,0,707,2,659,709,0,0,6
25974,1714910,251977,278,1961,0,143,0,296,0,337,294,9,2,11
988,1747786,365312,287,2183,0,26,0,615,0,313,615,0,0,2
2269,1745605,222366,201,1145,0,55,0,37,0,222,37,0,0,2
750,1787871,461389,512,4290,0,155,1,1059,15,721,1057,0,0,13
64616,1854690,496373,619,4325,0,209,0,314,6,700,290,24,2,21
9727,1831194,189375,334,2083,0,150,1,59,7,383,59,0,1,8
1379,1808635,520453,499,3032,0,438,0,132,0,510,120,12,0,10
1678,1792192,578731,651,3958,0,181,0,261,0,694,261,0,0,9
60487,1666193,279684,513,3288,0,132,0,361,0,600,361,0,0,4
4266,1797767,527198,495,3489,0,601,0,403,16,619,403,0,64,6
137870,1858500,34733,215,1442,0,56,0,275,2,267,275,0,0,2
22165,1736791,615767,705,5792,0,959,0,860,42,981,860,0,0,6
51008,1872592,229753,328,2784,0,107,0,723,1,481,723,0,0,4
1078,1210435,119621,201,1214,0,35,0,130,0,292,140,0,0,16
1075,1597740,344787,398,2544,0,486,0,421,1,474,422,0,0,6
1064,1784140,437150,431,3120,0,1216,0,234,1,506,234,0,0,14
15418,1329827,174482,331,1813,0,102,0,104,0,353,104,0,1,4
119968,1917313,126090,209,1104,0,99,0,39,1,241,60,0,0,3
134449,1766253,132271,202,1241,0,95,0,127,0,218,127,0,0,37
55424,1790778,521304,573,3902,0,364,0,699,1,704,699,0,0,37
11828,1790788,279704,307,2075,0,25,0,247,0,390,247,0,0,7
1628,1594969,155317,277,1708,0,184,0,170,0,304,170,0,0,7
872805,1425182,163971,220,1362,0,27,8,133,0,244,133,0,0,4
26556,1727500,559157,456,4244,0,58,0,1437,0,662,1436,1,0,13
8336,1797655,140968,202,1193,0,125,0,101,0,211,101,0,0,5
31217,1808754,304496,409,2610,0,25,0,409,0,471,409,0,0,4
1535,1755968,167718,237,1418,0,157,0,141,0,264,141,0,0,10
7455,1334306,128048,234,1427,0,43,0,103,0,242,126,0,0,24
975,557392,259256,335,2008,0,25,0,213,0,358,213,0,0,4
21514,1795137,475771,474,3666,0,139,0,891,2,630,891,0,0,19
298895,1825334,380822,391,2757,0,217,0,408,4,481,408,0,0,8
1950,1620132,203930,214,1276,0,21,0,80,0,266,80,0,0,3
2229,1652686,830680,544,5139,0,936,1,1524,0,802,1524,0,27,15
32572,1808308,190325,239,1639,0,40,0,239,0,283,239,0,0,6
35704,1773076,296743,369,2670,0,99,0,511,1,446,511,0,0,6
30766,1859754,282320,353,2561,0,133,0,445,0,403,479,0,0,5
34583,1749714,392851,532,3551,0,816,0,410,0,591,400,10,1,10
46188,1767300,281292,223,1685,0,105,0,365,0,273,365,0,0,5
27969,1813028,368373,576,3823,0,140,0,548,1,670,548,0,7,11
56519,1693777,135350,215,1592,0,70,0,31,0,340,31,0,0,9
5222,1841376,258007,412,2486,0,501,0,100,0,434,100,0,17,8
415413,1747860,289246,338,2402,0,64,0,58,1,413,60,0,0,14
21087,1816024,301076,314,1924,0,55,0,77,5,442,77,0,0,8
2298,1800659,324543,210,1845,0,522,0,751,0,314,771,2,0,7
672,1687732,959581,1141,7356,0,435,0,398,0,1182,398,0,1,4
100588,1896967,432614,435,2771,0,52,1,247,0,475,246,0,0,9
2207,1790819,514665,441,2765,0,123,0,438,3,533,438,0,0,8
6696,1807248,186569,205,1618,0,94,0,253,0,416,253,0,0,52
45251,1784333,184497,253,1526,0,70,0,239,1,392,239,0,0,4
1279,1776017,546353,523,3741,0,85,1,401,0,622,403,0,0,6
5565,978172,318705,275,2012,0,131,0,324,2,319,322,3,0,10
129793,1711831,116560,212,1320,0,145,0,70,0,294,70,0,0,2
2123,1816842,322752,416,3048,0,123,0,437,3,501,421,16,0,10
10528,1716659,150399,202,1418,0,123,0,169,0,235,179,0,1,6
1631,1782093,166675,270,1804,0,49,0,187,0,331,187,0,0,4
80409,1824773,183447,264,1635,0,263,0,146,0,342,146,0,0,4
35449,1688110,538063,517,3280,0,83,0,454,0,601,454,0,0,3
41528,1859295,556131,269,2914,0,963,0,693,15,558,514,188,1,5
3262,1800595,280796,312,1926,0,74,0,108,4,322,108,0,0,7
2435,1107487,266828,392,2620,0,1720,0,464,0,508,464,0,0,6
22438,1770161,363478,462,2977,0,70,0,349,0,517,349,0,0,10
3291,1783286,488260,713,4267,0,111,0,329,0,779,324,5,1,10
27208,1764929,273413,337,2414,0,60,0,349,4,409,349,0,0,7
22871,2517732,176213,298,1775,0,61,0,150,0,324,148,2,0,5
2608,1797458,340424,432,2902,0,217,0,302,5,490,293,9,0,4
2644,1690145,494609,528,3060,0,106,0,90,0,537,90,0,0,10
848,1757547,297379,346,2275,0,390,0,262,1,394,262,0,0,10
30027,1783841,318174,507,3184,0,55,0,231,1,572,231,0,0,12
79596,1743490,283240,354,2487,0,499,0,298,4,415,296,2,0,9
84921,1804119,259576,280,1770,0,195,0,466,0,325,465,2,0,8
1845,1777962,238399,404,2639,0,64,0,231,1,445,231,0,0,4
2296,1757425,178417,245,1643,0,59,1,199,0,289,199,0,0,3
26340,697474,272051,370,2514,0,251,0,290,1,420,290,0,0,6
55574,1686769,253256,281,1880,0,97,0,423,1,387,423,0,0,8
101157,1870749,530618,501,3458,0,2830,3,624,2,729,373,249,26,8
29477,1710570,298476,370,2727,0,68,0,778,0,545,778,0,0,3
1045,1928688,617429,803,5850,0,135,0,697,2,962,696,0,0,12
737,1799806,398605,658,4666,0,186,0,530,10,792,530,0,0,10
50706,1790365,305164,498,2905,0,226,0,137,0,529,137,0,0,8
39200,1867996,484183,656,4760,0,180,0,603,12,782,603,0,1,14
900,1376058,432938,388,2868,0,460,0,514,0,458,514,0,0,13
37921,1766427,374062,312,2445,0,103,0,793,0,482,777,16,0,30
34446,1837120,456585,305,2810,0,301,0,937,2,516,937,0,0,9
29570,1777975,166582,214,1218,0,387,0,27,0,218,32,0,0,11
133738,1761102,205594,218,1551,0,530,1,249,5,272,249,0,13,8
2394,1795629,245325,208,1470,0,118,0,130,6,255,130,0,13,16
1426,1766122,139131,202,1343,0,39,0,95,0,314,95,0,0,12
21851,1806747,416486,506,3509,0,1187,0,670,0,616,670,0,0,3
21313,1769018,405694,575,3956,0,77,0,510,2,676,510,0,0,10
1563,1817713,49401,111,671,0,25,0,38,0,114,38,0,0,3
70929,1857761,406670,329,2124,0,81,0,154,1,350,154,0,0,2
2514,1731604,239520,273,2130,0,63,0,211,1,352,211,0,0,8
76890,1715286,207187,273,1773,0,38,0,158,1,316,155,3,0,3
1867,1725653,285362,301,1747,0,192,0,187,0,332,187,0,0,8
594,1755009,286219,350,2139,0,177,0,406,0,450,406,0,0,5
66873,1813800,346916,408,2280,0,111,0,82,1,416,82,0,0,11
3494,1785599,317258,396,2510,0,104,1,217,0,412,216,1,0,4
32625,1761226,379908,395,2760,0,391,2,461,0,473,461,0,12,12
44252,1665292,303525,753,4512,0,352,0,213,0,839,213,0,0,11
106,1789517,924671,1247,8666,0,158,0,1489,0,1513,1501,0,0,19
34608,1477044,316077,425,2460,0,64,0,108,0,462,108,0,0,6
45088,1790657,390129,395,2852,0,1908,0,412,2,466,412,0,1,4
4606,1745332,204540,239,1820,0,70,1,233,0,304,233,0,0,4
157812,1800766,141254,216,1426,0,47,0,125,0,351,125,0,0,4
864,1789077,262589,399,2854,0,118,0,453,0,470,453,0,0,9
7414,1799269,198749,284,1884,0,106,0,214,1,416,214,0,4,11
64883,1795006,452831,517,2984,0,631,0,135,0,575,135,0,0,18
35191,1794619,335855,635,3877,0,425,1,216,5,683,214,7,0,45
2128,1801998,308046,300,2316,0,136,0,429,6,377,429,0,0,4
9602,1790082,208594,302,2053,0,1267,0,280,1,357,280,0,0,6
113487,1770664,137665,215,1243,0,58,0,83,0,232,83,0,0,0
49691,1743445,484192,315,2332,0,91,0,261,10,350,261,0,0,8
166294,1805466,217761,177,1140,0,193,6,548,0,196,546,0,80,9
16944,1800174,563863,968,5584,0,160,0,610,1,1102,610,0,0,12
4726,1766042,260060,509,2928,0,156,0,156,0,684,156,0,0,19
95046,1838090,197193,265,1915,0,49,0,253,0,445,262,0,0,3
19944,1856871,350249,416,2694,0,179,0,289,0,472,289,0,0,14
26551,1790094,404917,462,3747,0,50,0,549,0,576,549,0,0,9
66506,1805543,235933,527,2799,0,37,0,37,0,546,37,0,0,4
26399,1766189,200338,269,2046,0,52,0,422,0,348,408,14,0,6
214495,1802522,395018,520,3160,0,146,0,193,0,612,190,3,0,3
2296,1499336,251584,339,1936,0,72,0,62,0,348,62,0,0,10
112498,1805833,431849,501,3202,0,279,0,368,2,607,399,0,3,2
1936,3916861,235278,217,1302,0,85,0,83,0,233,72,12,0,14
5569,1798731,235920,252,1564,0,5,0,30,0,282,30,0,0,5
44334,1809929,305332,480,3678,0,353,1,741,0,596,721,20,16,9
26226,1804695,466503,724,4310,0,81,0,208,0,756,208,0,0,3
1039,1961295,454268,462,3200,0,369,1,492,2,521,492,0,23,11
55765,1815858,347581,522,2880,0,51,0,94,0,528,94,0,0,6
779,1810909,556150,597,4513,0,118,2,298,4,769,298,0,0,12
151087,1801856,290220,209,1372,0,613,0,190,0,262,190,0,0,9
53986,1743353,169173,235,1572,0,151,1,271,0,287,372,0,9,4
760,1786845,691672,761,5292,0,1128,0,731,1,915,719,12,2,12
53795,1804738,295115,353,2283,0,70,7,176,0,381,176,0,0,12
23565,1844943,648871,680,4846,0,601,0,876,3,835,876,0,0,6
1481,1690347,552355,605,4380,0,131,0,457,6,802,457,0,0,5
40618,1613541,297557,332,2277,0,38,0,275,1,429,275,0,0,3
1663,1795932,213516,428,2460,0,199,0,80,1,440,80,0,7,8
53086,1798008,357309,293,2475,0,223,0,662,0,442,662,0,0,11
1416,1852310,257590,279,1754,0,13,0,87,1,366,87,0,0,4
874,1771937,302177,484,3667,0,162,0,767,4,629,767,0,0,3
1116,1731996,479626,366,2845,0,907,2,596,1,470,584,12,0,2
1124,1645981,264912,426,2915,0,110,0,424,1,488,424,0,0,8
30396,1788011,298557,392,2639,0,100,0,220,9,450,214,6,0,10
35258,1872730,518588,486,3391,0,219,0,664,1,633,667,1,0,6
31541,1815731,154799,353,2177,0,100,0,122,1,397,122,0,0,3
35680,1799979,393215,475,3398,0,74,0,323,1,561,323,0,0,8
143034,1885223,323366,559,3276,0,103,0,568,1,641,568,0,0,4
2790,1746810,605674,805,4872,0,92,0,249,0,866,249,0,0,17
428673,1794779,155664,224,1344,0,156,0,138,0,253,76,62,0,4
147288,1805510,294001,313,1809,0,127,0,61,0,500,61,0,0,29
2113,1897252,409204,378,2687,0,150,1,234,6,471,233,0,3,12
1994,1725762,561485,342,2589,0,588,0,342,1,390,342,8,0,4
174425,1775528,128871,222,1397,0,79,0,139,0,245,139,0,0,13
8161,1808740,320586,415,3047,0,2251,1,228,15,489,227,0,1,8
1261,1847105,217326,214,1404,0,207,0,111,2,272,111,0,0,4
60745,1801467,605280,519,4188,0,64,0,1143,1,722,1143,0,0,6
25640,1706337,199928,337,2292,0,99,0,144,3,387,142,2,0,18
51632,1801145,203074,260,1623,2,545,0,44,2,271,37,7,32,14
38361,1705323,285458,283,2404,0,434,0,571,2,379,570,1,2,7
25327,1077660,317835,311,2143,0,173,0,237,0,351,237,0,0,6
1628,1810433,305733,479,3137,0,50,0,182,0,535,182,0,0,4
2449,1814402,477624,527,3947,0,134,0,741,1,707,741,0,0,19
575,1777336,362849,417,2830,0,188,0,362,0,481,364,0,1,12
1055,1799524,461051,640,4134,0,187,0,394,0,734,394,0,1,12
55913,1763896,399346,423,2813,0,164,0,342,5,503,342,0,0,4
4625,1808486,451754,498,3096,0,118,0,313,0,563,311,2,1,17
944,1780983,478489,645,3847,0,2215,0,280,2,702,280,0,0,6
1030,1869965,453818,589,3621,0,116,1,395,1,660,395,0,0,11
45124,1805521,368103,227,2308,0,87,0,431,4,384,430,1,1,12
667,1827701,199803,216,1605,0,253,0,374,5,286,385,0,0,4
2586,1799316,527067,365,3125,0,1576,0,945,4,524,950,1,0,15
1586,1776521,108683,204,1399,0,53,0,201,0,399,222,0,0,5
40198,1783595,509481,496,3527,0,761,1,480,2,593,456,24,18,5
2288,1793688,420154,337,2332,0,570,0,420,0,406,420,0,0,4
259770,1799746,281813,211,1598,0,32,0,287,0,280,287,0,0,6
90209,1762894,417339,354,2715,0,150,0,305,5,478,303,3,0,10
158299,1995130,140089,180,1234,0,72,0,272,0,232,273,0,0,7
37222,2387105,277472,406,2897,0,81,0,131,12,418,124,7,2,2
50280,1909586,262445,276,2124,0,37,0,399,4,379,399,0,0,4
33076,1801902,670678,710,5001,0,109,0,791,4,911,791,0,0,11
28480,1875445,528132,500,4136,0,164,0,1060,0,755,1060,0,0,12
27640,1814156,174199,315,2311,0,121,0,299,0,383,299,0,0,7
19295,1797602,297672,305,2359,0,759,0,735,0,414,735,0,0,11
21445,1628729,600171,1000,6351,0,117,0,580,0,1115,580,0,0,25
20689,1801271,560061,953,5256,0,112,0,122,1,975,122,0,0,12
145105,1744157,226944,268,1815,0,657,0,232,2,332,188,44,0,8
35791,1857137,327368,223,1964,0,66,2,696,0,331,694,0,0,4
154370,1731312,187615,243,1727,0,31,0,175,0,354,177,0,0,9
379163,1866710,441405,648,4086,0,498,0,363,0,701,363,0,0,10
969,1758331,161756,348,2167,1,73,2,257,0,383,256,0,0,12
266655,1815798,268822,388,2698,0,246,0,481,0,484,481,0,0,6
63054,1386409,389672,316,2078,0,389,0,190,0,347,190,0,0,13
798,1806069,666572,457,4115,0,643,0,1000,8,700,881,119,0,11
2248,1797245,321478,224,1765,0,210,1,449,6,316,440,8,3,5
1696,1727117,312005,483,3145,0,97,0,289,5,542,263,26,0,11
20315,1626890,149871,231,1680,0,259,0,251,0,270,252,0,1,8
1919,1688089,206963,407,2739,0,82,0,217,1,481,217,0,0,8
91231,1728722,599421,354,1983,0,63,1,74,0,346,74,0,0,4
76034,1803817,210987,231,1745,0,44,0,306,1,288,306,0,0,6
20684,1733344,307482,427,3236,0,410,3,568,8,566,566,2,1,10
2470,1740758,154602,211,1300,0,133,0,46,0,288,46,0,0,2
26294,1786348,217840,275,1783,0,47,0,189,2,307,189,0,0,4
25927,1409270,299764,289,1967,0,63,0,214,2,338,210,4,0,6
59370,1826276,138958,200,1323,0,115,0,72,0,265,72,0,0,5
1727,1796420,144958,211,1158,0,66,0,35,0,213,35,0,0,0
30787,1472783,189980,215,1633,0,591,1,288,0,261,287,0,1,14
9573,1771340,603507,675,5027,0,127,0,383,2,733,383,0,0,9
10832,1767415,543157,723,5596,0,219,0,1661,0,1056,1662,0,0,9
4882,1727696,96914,213,1663,0,17,0,424,0,319,424,0,0,13
53298,1361943,309281,333,2389,0,68,0,296,4,397,296,0,0,8
28981,1721544,382610,218,1845,0,152,0,531,0,325,530,1,0,9
1446,1639446,378913,422,3028,0,88,0,436,3,527,436,0,0,8
31465,1793664,282591,320,2500,0,464,0,433,6,445,433,0,8,7
4207,1789694,263623,293,2006,0,683,2,183,2,340,183,0,0,6
2268,1779625,291875,558,3772,0,101,0,660,0,652,665,0,0,11
86290,1696526,173942,256,1689,0,204,2,184,0,287,182,0,2,5
71201,1779406,219489,465,2730,0,2128,0,140,1,492,141,0,0,9
25870,1815436,519424,701,4943,0,287,1,532,9,789,532,0,6,8
3912,1779133,460982,656,4005,0,94,0,245,0,735,245,0,0,4
25824,1807539,428704,523,3455,0,133,0,282,1,570,282,0,0,14
32440,1756842,203896,220,1893,0,981,0,283,0,380,283,0,0,3
33219,1729375,238431,345,2149,0,47,0,209,0,389,209,0,0,8
14855,1784107,98486,205,1285,0,75,0,119,0,224,131,0,0,4
1628,1803758,506250,293,2843,0,116,0,764,6,447,768,0,1,3
48682,1787052,186636,365,2381,0,113,0,290,0,415,290,0,0,33
3089,1803381,236052,285,1739,0,142,0,142,1,316,142,0,0,6
159461,1870027,220341,340,2264,0,360,2,378,0,406,361,17,17,8
64922,1820309,99084,214,1313,0,254,0,94,0,240,94,0,0,5
1892,1799119,267597,439,2937,0,111,1,291,3,482,290,0,1,10
18253,1727768,630733,834,5443,0,93,0,445,6,911,445,0,1,8
54775,1847667,397358,704,4208,0,129,37,238,5,844,238,0,0,8
36314,1794178,168891,342,2036,0,62,0,180,0,389,180,0,0,9
4044,2046543,227074,232,1893,0,162,0,384,0,303,384,0,0,7
30348,1802382,256012,281,1724,0,55,0,118,0,301,118,0,0,6
4697,1801005,162219,201,1449,0,20,0,168,0,238,168,0,0,5
63134,1791032,181627,244,1669,0,69,0,121,0,328,121,0,0,7
8121,1805379,275284,491,3040,0,118,1,172,3,517,172,0,0,11
67465,1779194,212033,241,1800,0,75,0,342,0,296,342,0,0,8
6348,1803877,442546,399,2575,0,86,0,177,0,467,177,0,0,5
32820,1819845,527097,347,3325,0,369,2,870,9,556,828,40,0,9
6267,1801974,227076,219,1599,0,74,0,220,0,270,220,0,4,7
1975,1797430,210741,233,1666,0,138,0,299,3,328,286,13,0,3
33201,1749083,166792,249,1730,0,374,0,293,0,509,293,0,0,6
667,1781651,156839,233,1415,0,488,0,112,0,291,112,0,0,7
43939,1764588,214455,378,2253,0,51,0,192,1,413,192,0,0,14
35150,1847161,509539,413,3025,0,229,0,575,0,511,575,0,0,10
36157,1792535,166925,437,2856,0,264,0,334,0,487,334,0,7,11
1788,1798246,466486,527,3653,0,243,0,451,1,628,449,2,0,6
35381,1837011,153758,235,1727,0,112,0,396,0,341,398,0,0,3
20540,1797263,226901,274,1858,0,142,2,140,1,346,138,1,5,6
5828,1799174,625526,652,4595,0,280,0,705,0,757,705,0,0,10
2313,1775530,126483,219,1318,0,93,0,91,0,259,107,0,2,7
64706,1803928,415847,640,3735,0,65,0,141,0,657,141,0,0,28
114133,1830560,418920,450,3252,0,141,0,504,2,548,479,25,0,12
1668,1616801,386929,384,3028,0,109,0,779,1,543,783,0,0,8
1789,1799536,288875,384,2890,0,210,0,296,20,449,296,0,0,16
32328,1804313,462390,536,3431,0,629,0,336,2,582,336,0,0,8
2859,1879931,716739,506,2979,0,2553,0,80,5,538,80,0,3,10
21885,1764557,252649,219,1720,0,115,0,371,0,288,370,1,0,6
26073,1810703,303645,370,2908,0,125,0,407,22,458,407,0,0,8
1422,1747766,166120,220,1491,0,230,0,164,8,254,164,0,1,6
94803,1794703,647443,757,4223,0,92,0,224,0,835,224,0,0,7
5531,1784671,450277,474,3445,0,94,0,700,3,608,700,0,0,9
59295,1800338,469333,565,3512,1,547,0,389,2,637,389,0,0,0
74070,1712904,364782,458,3056,0,92,0,384,5,532,279,105,1,4
1101,1792479,313519,550,3861,0,112,0,307,7,664,307,0,0,9
9521,1779551,160278,282,1843,0,54,0,111,1,314,111,0,0,6
80016,1626164,310415,323,2141,0,48,1,330,2,383,329,0,0,6
152747,1729296,175443,212,1531,0,53,0,170,0,235,185,0,0,10
1649,1582016,180522,203,1081,0,6,0,21,0,208,21,0,0,2
17858,1778520,245060,335,2409,0,2272,0,337,1,421,337,0,0,12
29975,1800716,480204,676,4727,0,309,0,729,1,831,725,4,0,12
57028,1686338,467065,646,4260,0,478,0,600,0,748,600,0,0,10
67235,1799268,202810,423,3081,0,145,0,600,0,527,600,0,0,12
20085,1795842,243342,296,1853,0,558,0,156,0,319,156,0,1,4
91359,1931045,168036,207,1500,0,69,0,274,0,257,276,0,0,6
24084,1800118,227674,320,2180,0,54,0,213,0,356,198,15,0,3
4734,1745868,539229,537,3722,0,55,0,452,1,668,452,0,0,10
843,1875216,945004,632,5350,0,157,2,445,15,910,445,0,0,13
48017,1773210,352325,433,3055,0,151,0,846,0,544,846,0,0,25
22308,1797440,306114,360,2461,0,923,0,280,1,409,279,1,0,13
3491,1710888,119117,205,1491,0,43,0,121,2,230,121,0,0,6
1759,1788278,439223,370,2186,0,826,0,90,1,405,89,1,0,4
38974,1710225,309006,437,2541,0,366,0,193,6,484,193,0,0,8
2936,1798148,474273,926,5861,0,149,1,782,0,1097,782,0,0,5
1116,1803457,422134,567,3548,0,72,0,426,0,692,426,3,0,10
5318,1776549,357773,502,2671,0,101,0,108,0,521,108,0,0,8
11175,1796737,528315,534,4454,0,169,0,817,9,740,817,0,0,21
140008,1865445,214789,201,1596,0,413,0,273,1,405,273,0,0,11
5817,1814270,194323,252,1731,0,20,0,178,1,291,178,0,0,4
21787,1702747,579576,578,6395,0,520,0,731,6,1030,740,0,2,18
6434,1820269,313132,399,2745,0,136,0,352,2,466,352,0,0,8
29616,1930489,415827,475,2865,0,68,0,172,0,507,172,0,0,9
104581,1791267,178369,374,2319,0,137,0,358,0,452,359,1,0,17
3413,1828925,295226,204,1491,0,338,0,261,1,273,276,0,0,2
19170,1797475,275698,442,2872,1,232,0,380,4,507,381,0,0,9
1327,1803057,406984,210,1369,0,1621,0,98,1,319,97,1,2,0
2744,1819910,743049,686,3863,0,112,1,196,1,747,196,0,0,8
82553,1807775,469813,659,4100,0,112,0,361,0,717,361,0,0,14
1448,1386555,134334,223,1584,0,59,0,113,0,436,113,0,0,7
1321,1527418,666429,1296,8096,0,365,19,531,4,1377,531,0,4,13
33389,1394757,176106,221,1343,0,44,0,166,0,261,172,0,0,4
2365,1729001,426260,490,2800,0,218,0,198,1,542,142,60,0,6
21149,1649800,206784,287,2037,0,108,1,233,0,316,231,1,2,26
2775,1867349,240272,317,2144,0,162,0,197,7,380,189,8,2,5
1873,1854172,425791,343,2847,0,205,1,520,14,518,520,0,0,10
3736,1280960,209851,321,1975,0,34,0,139,0,347,139,0,0,10
2295,1771558,398490,599,3708,0,381,0,260,2,678,259,2,0,8
1802,1510496,338676,361,2265,0,397,0,144,0,389,144,0,0,3
36689,714519,150511,260,1570,0,46,1,161,0,286,161,0,0,8
6133,1794450,103074,235,1349,0,74,0,62,0,250,62,0,0,3
2878,1704104,185259,207,1283,0,27,0,51,0,253,51,0,0,3
2448,1746621,315082,407,2944,0,140,1,527,0,724,527,0,0,7
2266,1800765,205551,228,1598,0,195,0,237,0,282,237,0,0,4
94414,1875067,284346,339,2516,0,38,0,600,0,457,600,0,0,4
4237,1802023,338710,376,2603,0,818,0,316,0,419,316,0,0,31
3258,1806514,490583,524,3944,0,113,0,366,5,650,366,0,0,13
232825,1724460,163125,211,1454,0,46,0,121,0,325,121,0,0,3
29025,1715422,356676,295,3450,0,124,0,1793,0,643,1793,0,0,8
230359,1899419,283351,423,2873,0,73,0,360,0,483,360,0,0,8
40500,1766924,356464,466,3543,0,1026,0,741,1,649,740,2,0,6
1059,1779741,353393,373,2423,0,83,0,168,0,410,168,0,1,6
31531,1776192,242698,301,1970,0,77,0,226,0,352,215,11,0,14
14212,1424783,186475,328,1915,0,121,0,49,0,346,49,0,0,8
35176,1764195,285555,330,2156,0,57,0,302,1,427,302,0,0,8
1780,2358382,232025,370,2311,0,139,4,212,0,495,211,1,6,8
44588,1755329,221185,358,2205,0,155,0,280,1,436,230,50,0,12
136073,1815604,106029,246,861,0,81,3,153,0,133,180,0,9,11
4911,1804605,348819,213,1275,0,830,0,56,1,221,56,0,5,6
32417,1314960,391188,450,2762,0,39,0,280,1,522,280,0,0,6
67411,1492590,344151,564,3808,0,371,0,414,0,645,414,0,0,8
22875,1743459,180542,262,1981,0,103,0,365,0,352,362,3,0,6
1786,1756427,377530,402,3026,0,2173,1,628,0,487,628,0,6,8
43232,1690684,420607,373,2570,0,203,1,258,0,456,253,4,7,16
1075,1791802,340764,350,2446,0,122,0,327,6,408,324,0,7,6
