down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl
106,1789517,924671,1247,8666,0,158,0,1489,0
34608,1477044,316077,425,2460,0,64,0,108,0
45088,1790657,390129,395,2852,0,1908,0,412,2
4606,1745332,204540,239,1820,0,70,1,233,0
157812,1800766,141254,216,1426,0,47,0,125,0
864,1789077,262589,399,2854,0,118,0,453,0
7414,1799269,198749,284,1884,0,106,0,214,1
64883,1795006,452831,517,2984,0,631,0,135,0
35191,1794619,335855,635,3877,0,425,1,216,5
2128,1801998,308046,300,2316,0,136,0,429,6
9602,1790082,208594,302,2053,0,1267,0,280,1
113487,1770664,137665,215,1243,0,58,0,83,0
49691,1743445,484192,315,2332,0,91,0,261,10
166294,1805466,217761,177,1140,0,193,6,548,0
16944,1800174,563863,968,5584,0,160,0,610,1
4726,1766042,260060,509,2928,0,156,0,156,0
95046,1838090,197193,265,1915,0,49,0,253,0
19944,1856871,350249,416,2694,0,179,0,289,0
26551,1790094,404917,462,3747,0,50,0,549,0
66506,1805543,235933,527,2799,0,37,0,37,0
26399,1766189,200338,269,2046,0,52,0,422,0
214495,1802522,395018,520,3160,0,146,0,193,0
2296,1499336,251584,339,1936,0,72,0,62,0
112498,1805833,431849,501,3202,0,279,0,368,2
1936,3916861,235278,217,1302,0,85,0,83,0
5569,1798731,235920,252,1564,0,5,0,30,0
44334,1809929,305332,480,3678,0,353,1,741,0
26226,1804695,466503,724,4310,0,81,0,208,0
1039,1961295,454268,462,3200,0,369,1,492,2
55765,1815858,347581,522,2880,0,51,0,94,0
779,1810909,556150,597,4513,0,118,2,298,4
151087,1801856,290220,209,1372,0,613,0,190,0
53986,1743353,169173,235,1572,0,151,1,271,0
760,1786845,691672,761,5292,0,1128,0,731,1
53795,1804738,295115,353,2283,0,70,7,176,0
23565,1844943,648871,680,4846,0,601,0,876,3
1481,1690347,552355,605,4380,0,131,0,457,6
40618,1613541,297557,332,2277,0,38,0,275,1
1663,1795932,213516,428,2460,0,199,0,80,1
53086,1798008,357309,293,2475,0,223,0,662,0
1416,1852310,257590,279,1754,0,13,0,87,1
874,1771937,302177,484,3667,0,162,0,767,4
1116,1731996,479626,366,2845,0,907,2,596,1
1124,1645981,264912,426,2915,0,110,0,424,1
30396,1788011,298557,392,2639,0,100,0,220,9
35258,1872730,518588,486,3391,0,219,0,664,1
31541,1815731,154799,353,2177,0,100,0,122,1
35680,1799979,393215,475,3398,0,74,0,323,1
143034,1885223,323366,559,3276,0,103,0,568,1
2790,1746810,605674,805,4872,0,92,0,249,0
428673,1794779,155664,224,1344,0,156,0,138,0
147288,1805510,294001,313,1809,0,127,0,61,0
2113,1897252,409204,378,2687,0,150,1,234,6
1994,1725762,561485,342,2589,0,588,0,342,1
174425,1775528,128871,222,1397,0,79,0,139,0
8161,1808740,320586,415,3047,0,2251,1,228,15
1261,1847105,217326,214,1404,0,207,0,111,2
60745,1801467,605280,519,4188,0,64,0,1143,1
25640,1706337,199928,337,2292,0,99,0,144,3
51632,1801145,203074,260,1623,2,545,0,44,2
38361,1705323,285458,283,2404,0,434,0,571,2
25327,1077660,317835,311,2143,0,173,0,237,0
1628,1810433,305733,479,3137,0,50,0,182,0
2449,1814402,477624,527,3947,0,134,0,741,1
575,1777336,362849,417,2830,0,188,0,362,0
1055,1799524,461051,640,4134,0,187,0,394,0
55913,1763896,399346,423,2813,0,164,0,342,5
4625,1808486,451754,498,3096,0,118,0,313,0
944,1780983,478489,645,3847,0,2215,0,280,2
1030,1869965,453818,589,3621,0,116,1,395,1
45124,1805521,368103,227,2308,0,87,0,431,4
667,1827701,199803,216,1605,0,253,0,374,5
2586,1799316,527067,365,3125,0,1576,0,945,4
1586,1776521,108683,204,1399,0,53,0,201,0
40198,1783595,509481,496,3527,0,761,1,480,2
2288,1793688,420154,337,2332,0,570,0,420,0
259770,1799746,281813,211,1598,0,32,0,287,0
90209,1762894,417339,354,2715,0,150,0,305,5
158299,1995130,140089,180,1234,0,72,0,272,0
37222,2387105,277472,406,2897,0,81,0,131,12
50280,1909586,262445,276,2124,0,37,0,399,4
33076,1801902,670678,710,5001,0,109,0,791,4
28480,1875445,528132,500,4136,0,164,0,1060,0
27640,1814156,174199,315,2311,0,121,0,299,0
19295,1797602,297672,305,2359,0,759,0,735,0
21445,1628729,600171,1000,6351,0,117,0,580,0
20689,1801271,560061,953,5256,0,112,0,122,1
145105,1744157,226944,268,1815,0,657,0,232,2
35791,1857137,327368,223,1964,0,66,2,696,0
154370,1731312,187615,243,1727,0,31,0,175,0
379163,1866710,441405,648,4086,0,498,0,363,0
969,1758331,161756,348,2167,1,73,2,257,0
266655,1815798,268822,388,2698,0,246,0,481,0
63054,1386409,389672,316,2078,0,389,0,190,0
798,1806069,666572,457,4115,0,643,0,1000,8
2248,1797245,321478,224,1765,0,210,1,449,6
1696,1727117,312005,483,3145,0,97,0,289,5
20315,1626890,149871,231,1680,0,259,0,251,0
1919,1688089,206963,407,2739,0,82,0,217,1
91231,1728722,599421,354,1983,0,63,1,74,0
76034,1803817,210987,231,1745,0,44,0,306,1
20684,1733344,307482,427,3236,0,410,3,568,8
2470,1740758,154602,211,1300,0,133,0,46,0
26294,1786348,217840,275,1783,0,47,0,189,2
25927,1409270,299764,289,1967,0,63,0,214,2
59370,1826276,138958,200,1323,0,115,0,72,0
1727,1796420,144958,211,1158,0,66,0,35,0
30787,1472783,189980,215,1633,0,591,1,288,0
9573,1771340,603507,675,5027,0,127,0,383,2
10832,1767415,543157,723,5596,0,219,0,1661,0
4882,1727696,96914,213,1663,0,17,0,424,0
53298,1361943,309281,333,2389,0,68,0,296,4
28981,1721544,382610,218,1845,0,152,0,531,0
1446,1639446,378913,422,3028,0,88,0,436,3
31465,1793664,282591,320,2500,0,464,0,433,6
4207,1789694,263623,293,2006,0,683,2,183,2
2268,1779625,291875,558,3772,0,101,0,660,0
86290,1696526,173942,256,1689,0,204,2,184,0
71201,1779406,219489,465,2730,0,2128,0,140,1
25870,1815436,519424,701,4943,0,287,1,532,9
3912,1779133,460982,656,4005,0,94,0,245,0
25824,1807539,428704,523,3455,0,133,0,282,1
32440,1756842,203896,220,1893,0,981,0,283,0
33219,1729375,238431,345,2149,0,47,0,209,0
14855,1784107,98486,205,1285,0,75,0,119,0
1628,1803758,506250,293,2843,0,116,0,764,6
48682,1787052,186636,365,2381,0,113,0,290,0
3089,1803381,236052,285,1739,0,142,0,142,1
159461,1870027,220341,340,2264,0,360,2,378,0
64922,1820309,99084,214,1313,0,254,0,94,0
1892,1799119,267597,439,2937,0,111,1,291,3
18253,1727768,630733,834,5443,0,93,0,445,6
54775,1847667,397358,704,4208,0,129,37,238,5
36314,1794178,168891,342,2036,0,62,0,180,0
4044,2046543,227074,232,1893,0,162,0,384,0
30348,1802382,256012,281,1724,0,55,0,118,0
4697,1801005,162219,201,1449,0,20,0,168,0
63134,1791032,181627,244,1669,0,69,0,121,0
8121,1805379,275284,491,3040,0,118,1,172,3
67465,1779194,212033,241,1800,0,75,0,342,0
6348,1803877,442546,399,2575,0,86,0,177,0
32820,1819845,527097,347,3325,0,369,2,870,9
6267,1801974,227076,219,1599,0,74,0,220,0
1975,1797430,210741,233,1666,0,138,0,299,3
33201,1749083,166792,249,1730,0,374,0,293,0
667,1781651,156839,233,1415,0,488,0,112,0
43939,1764588,214455,378,2253,0,51,0,192,1
35150,1847161,509539,413,3025,0,229,0,575,0
36157,1792535,166925,437,2856,0,264,0,334,0
1788,1798246,466486,527,3653,0,243,0,451,1
35381,1837011,153758,235,1727,0,112,0,396,0
20540,1797263,226901,274,1858,0,142,2,140,1
5828,1799174,625526,652,4595,0,280,0,705,0
2313,1775530,126483,219,1318,0,93,0,91,0
64706,1803928,415847,640,3735,0,65,0,141,0
114133,1830560,418920,450,3252,0,141,0,504,2
1668,1616801,386929,384,3028,0,109,0,779,1
1789,1799536,288875,384,2890,0,210,0,296,20
32328,1804313,462390,536,3431,0,629,0,336,2
2859,1879931,716739,506,2979,0,2553,0,80,5
21885,1764557,252649,219,1720,0,115,0,371,0
26073,1810703,303645,370,2908,0,125,0,407,22
1422,1747766,166120,220,1491,0,230,0,164,8
94803,1794703,647443,757,4223,0,92,0,224,0
5531,1784671,450277,474,3445,0,94,0,700,3
59295,1800338,469333,565,3512,1,547,0,389,2
74070,1712904,364782,458,3056,0,92,0,384,5
1101,1792479,313519,550,3861,0,112,0,307,7
9521,1779551,160278,282,1843,0,54,0,111,1
80016,1626164,310415,323,2141,0,48,1,330,2
152747,1729296,175443,212,1531,0,53,0,170,0
1649,1582016,180522,203,1081,0,6,0,21,0
17858,1778520,245060,335,2409,0,2272,0,337,1
29975,1800716,480204,676,4727,0,309,0,729,1
57028,1686338,467065,646,4260,0,478,0,600,0
67235,1799268,202810,423,3081,0,145,0,600,0
20085,1795842,243342,296,1853,0,558,0,156,0
91359,1931045,168036,207,1500,0,69,0,274,0
24084,1800118,227674,320,2180,0,54,0,213,0
4734,1745868,539229,537,3722,0,55,0,452,1
843,1875216,945004,632,5350,0,157,2,445,15
48017,1773210,352325,433,3055,0,151,0,846,0
22308,1797440,306114,360,2461,0,923,0,280,1
3491,1710888,119117,205,1491,0,43,0,121,2
1759,1788278,439223,370,2186,0,826,0,90,1
38974,1710225,309006,437,2541,0,366,0,193,6
2936,1798148,474273,926,5861,0,149,1,782,0
1116,1803457,422134,567,3548,0,72,0,426,0
5318,1776549,357773,502,2671,0,101,0,108,0
11175,1796737,528315,534,4454,0,169,0,817,9
140008,1865445,214789,201,1596,0,413,0,273,1
5817,1814270,194323,252,1731,0,20,0,178,1
21787,1702747,579576,578,6395,0,520,0,731,6
6434,1820269,313132,399,2745,0,136,0,352,2
29616,1930489,415827,475,2865,0,68,0,172,0
104581,1791267,178369,374,2319,0,137,0,358,0
3413,1828925,295226,204,1491,0,338,0,261,1
19170,1797475,275698,442,2872,1,232,0,380,4
1327,1803057,406984,210,1369,0,1621,0,98,1
2744,1819910,743049,686,3863,0,112,1,196,1
82553,1807775,469813,659,4100,0,112,0,361,0
1448,1386555,134334,223,1584,0,59,0,113,0
1321,1527418,666429,1296,8096,0,365,19,531,4
33389,1394757,176106,221,1343,0,44,0,166,0
2365,1729001,426260,490,2800,0,218,0,198,1
21149,1649800,206784,287,2037,0,108,1,233,0
2775,1867349,240272,317,2144,0,162,0,197,7
1873,1854172,425791,343,2847,0,205,1,520,14
3736,1280960,209851,321,1975,0,34,0,139,0
2295,1771558,398490,599,3708,0,381,0,260,2
1802,1510496,338676,361,2265,0,397,0,144,0
36689,714519,150511,260,1570,0,46,1,161,0
6133,1794450,103074,235,1349,0,74,0,62,0
2878,1704104,185259,207,1283,0,27,0,51,0
2448,1746621,315082,407,2944,0,140,1,527,0
2266,1800765,205551,228,1598,0,195,0,237,0
94414,1875067,284346,339,2516,0,38,0,600,0
4237,1802023,338710,376,2603,0,818,0,316,0
3258,1806514,490583,524,3944,0,113,0,366,5
232825,1724460,163125,211,1454,0,46,0,121,0
29025,1715422,356676,295,3450,0,124,0,1793,0
230359,1899419,283351,423,2873,0,73,0,360,0
40500,1766924,356464,466,3543,0,1026,0,741,1
1059,1779741,353393,373,2423,0,83,0,168,0
31531,1776192,242698,301,1970,0,77,0,226,0
14212,1424783,186475,328,1915,0,121,0,49,0
35176,1764195,285555,330,2156,0,57,0,302,1
1780,2358382,232025,370,2311,0,139,4,212,0
44588,1755329,221185,358,2205,0,155,0,280,1
136073,1815604,106029,246,861,0,81,3,153,0
4911,1804605,348819,213,1275,0,830,0,56,1
32417,1314960,391188,450,2762,0,39,0,280,1
67411,1492590,344151,564,3808,0,371,0,414,0
22875,1743459,180542,262,1981,0,103,0,365,0
1786,1756427,377530,402,3026,0,2173,1,628,0
43232,1690684,420607,373,2570,0,203,1,258,0
1075,1791802,340764,350,2446,0,122,0,327,6
69054,1783766,433734,297,2469,0,352,1,559,13
2329,1285807,370684,351,2270,0,55,0,213,0
1049,1784575,302759,248,2179,0,80,0,326,9
1425,1795729,421383,651,4273,0,484,0,344,0
1920,1790109,377406,371,2266,0,411,0,160,0
4029,1799090,419239,387,3931,0,77,0,422,0
2077,1797497,329452,391,2924,0,638,0,388,9
19509,1751556,302437,266,1650,0,102,0,130,0
8580,1825678,142364,203,1176,0,37,0,58,0
30521,1796050,402273,365,2350,0,33,0,286,1
1905,1746393,359824,356,2352,0,1531,0,157,6
4516,1803780,484973,386,2935,0,54,0,597,0
32727,1803033,486249,754,4453,0,414,0,356,0
1408,1808194,473559,608,3773,0,73,0,285,0
730,1763740,294031,397,2660,0,124,0,250,3
10490,1716414,578335,592,3555,0,105,0,190,1
1302,1785705,161235,238,1605,0,82,0,218,0
26620,1754663,147172,201,1324,0,101,0,105,8
1025,1861248,347298,390,3119,0,492,0,471,19
833,1799669,398971,503,3259,0,35,0,571,0
1418,1738015,253560,338,2426,0,122,0,290,0
1039,1623344,146300,212,1269,0,30,0,89,0
990,1712004,454050,521,3832,0,163,0,361,4
778,1803467,895010,567,5119,0,630,0,1555,1
1539,1775346,211325,318,1781,0,404,0,132,0
19903,1740661,790363,383,5050,0,320,0,1581,3
27955,1349244,200988,204,1538,0,297,0,186,0
79343,1774849,315479,341,2135,0,89,0,274,0
175928,1810620,477605,582,3279,0,62,0,235,0
27227,1787357,250342,323,2349,0,178,0,401,3
100603,1709171,156124,213,1474,0,52,0,89,0
841,1767709,487430,693,4973,0,957,0,464,1
121410,1575840,161387,243,1504,0,56,0,199,0
1855,1800161,263200,294,2317,0,744,0,497,0
911,1668895,355704,485,2890,0,125,0,152,1
5573,1792876,226878,400,2448,0,148,0,155,0
1385,1773617,164812,223,1715,0,341,0,399,4
54461,1730588,331543,215,1739,0,102,0,428,0
222492,1611477,175685,310,1815,0,48,0,125,0
4658,1800768,199275,207,1398,0,179,0,167,0
56845,1789009,419631,330,2012,0,422,0,144,5
1872,1785262,129516,201,1340,0,59,0,149,0
30567,1795606,445924,433,2466,0,56,0,104,0
250771,1799645,147093,202,1328,0,50,0,162,0
247163,1784860,185361,269,1772,0,90,0,88,0
28902,1874433,447901,419,3630,0,2085,0,1068,0
3679,1881542,660855,396,3766,0,1080,0,539,0
1069,1905982,178490,251,1705,0,284,0,205,0
1871,1755164,359083,504,3717,0,245,0,614,2
49872,1875198,282969,277,2428,0,150,2,250,24
1484,1775568,324879,215,1311,0,479,0,55,2
40307,1806230,258724,273,2224,0,674,0,393,11
42068,1593657,494408,295,2848,0,148,0,542,7
32215,1776525,322296,379,2158,0,84,0,120,2
26389,1411081,302498,407,3101,0,248,0,147,18
66056,1800676,537391,441,3393,0,642,0,839,2
937,1791932,714801,789,5268,0,121,0,617,1
1444,1788038,771304,914,7151,0,387,2,1703,3
1389,2038887,223411,339,2222,0,345,0,236,0
1208,1607315,17541,35,230,0,9,0,23,0
713005,1757816,117413,213,1364,0,36,0,81,0
5047,1808272,142806,202,1241,0,74,0,86,0
3901,1769982,217916,219,1564,0,115,0,104,21
21328,1801844,458460,666,4153,0,617,0,470,0
56711,1780769,390298,402,3161,0,491,0,710,0
1344,1828220,176205,233,1832,0,71,0,299,0
35879,1787672,313358,564,3130,0,122,0,112,0
24661,1517528,304393,256,2105,0,566,0,539,1
2279,1813438,388504,381,3262,0,166,0,572,10
174678,1770386,424535,497,3556,0,172,0,620,1
1203,1744506,399699,498,2837,0,354,0,149,1
966,1800185,416560,497,3309,0,763,0,371,0
1755,1750943,500712,435,3539,0,248,0,521,3
18147,1799129,581097,724,4548,0,112,1,405,0
100311,1798138,146446,242,1447,0,438,0,36,0
81116,1675258,166728,220,1620,0,85,0,145,4
5152,1728666,221015,352,2114,0,253,7,257,0
68075,1718898,468149,404,3448,0,384,1,927,0
1394,2009310,442786,437,4021,0,286,0,237,28
4264,1798502,282785,309,2028,0,99,0,375,0
2074,2366213,144833,203,1275,0,31,0,77,0
26600,1801554,354844,348,2580,0,57,0,404,0
1136,1807595,373055,373,3314,0,180,0,649,5
31232,1791104,208823,262,1585,0,104,0,65,0
24531,1796340,542208,550,4125,0,159,0,775,3
116811,1735282,239084,210,1720,0,122,0,397,1
1033,1382804,297756,483,3112,0,216,0,257,0
1976,1796283,491995,391,3440,0,152,1,783,7
75301,1813540,204312,328,2118,0,753,0,433,1
1926,2111163,548238,518,3715,0,496,0,678,5
2242,2151411,587404,519,3412,0,100,0,472,0
293076,1671395,258158,241,1639,0,132,0,169,0
1894,1813140,276964,232,1869,0,177,0,571,0
47299,1768889,220244,210,1475,0,158,0,80,5
39738,1823570,255336,268,1792,0,99,0,120,5
1916,1795689,114189,203,1149,0,61,0,85,0
3241,1843883,178733,252,1701,0,87,0,165,4
23887,1794846,291898,608,3882,0,82,0,127,0
30590,1797007,224025,345,2469,0,338,0,555,0
69568,1775817,268392,347,2213,0,51,0,272,0
3278,1808119,223079,258,1564,0,10,0,173,0
46324,1768139,169248,279,1661,0,418,0,129,0
28219,1760243,211250,242,1735,0,72,0,235,4
33395,2016241,284364,281,2207,0,108,0,345,2
55488,1794699,312300,349,2353,0,386,0,254,0
52991,1913863,163991,226,1532,0,302,4,145,9
426201,1740375,281410,411,2657,0,543,0,265,0
44359,1854619,238893,226,1580,0,501,0,264,0
47148,1797322,349204,526,3780,0,131,0,559,0
3218,1751366,412834,480,3436,0,134,0,531,3
1538,1761419,388077,509,3738,0,118,1,456,5
188307,1324318,196982,212,1347,0,25,0,110,0
35299,1735441,218080,295,1621,0,71,0,96,0
29685,1914238,287242,208,2309,0,562,1,583,5
1978,1787829,518653,788,5040,0,276,0,247,12
2482,1790840,147614,238,1327,0,3,0,74,0
1364,1704988,313989,466,2798,0,132,0,253,0
29693,1799245,310982,493,3055,0,427,0,245,0
1244,1553604,366433,400,2814,0,921,0,477,0
15673,1228296,418410,259,3051,0,87,0,1250,6
83671,1783479,345191,318,2179,0,104,0,154,8
21387,1744018,599556,424,3009,0,113,0,448,0
33239,2051671,494399,453,4269,0,247,0,1419,0
1716,1769559,474819,493,4529,0,655,4,1247,0
2962,1177409,299281,564,3371,0,119,1,202,0
2160,1800971,531757,521,3792,0,143,0,448,11
2008,1786091,349914,285,2091,0,167,0,530,4
10637,1798511,170211,292,1967,0,45,0,396,0
93047,1664411,181317,205,1422,0,272,0,128,0
28754,1743604,235839,335,2405,0,498,0,241,0
10439,1791503,273100,460,2735,0,78,0,273,0
1367,1758788,596752,815,5122,0,448,0,474,0
5977,1789248,208283,297,1848,0,257,0,195,0
17407,1799422,283205,563,3353,0,88,0,21,2
48557,1745821,611626,742,4946,0,390,1,381,2
21746,1800724,308421,342,2480,0,1010,0,471,2
16066,1820202,340474,422,2604,0,637,0,242,7
23533,1790406,149869,201,1163,0,244,0,104,0
66173,1828199,195894,211,1288,0,145,0,107,0
28781,1767433,224347,312,2324,0,1112,0,465,0
13220,1803991,381342,774,4590,0,54,0,150,0
2577,1798474,504852,501,3827,0,154,0,853,11
54507,1801126,96441,202,1025,0,75,0,21,1
33002,1798373,289955,472,3156,0,75,0,350,1
34676,1859382,396323,447,3394,0,67,0,630,0
756,1237154,369068,487,3299,0,43,0,281,0
960,1655682,438177,561,4028,0,81,1,443,2
924,1716210,279949,279,2289,0,322,0,571,0
1469,1774137,197969,365,2206,0,112,0,262,1
993,1909766,216790,277,1453,0,219,0,57,0
4602,1785217,195817,342,1942,0,50,0,62,0
20749,1810364,519413,572,4037,0,984,0,712,1
1428,1801040,420295,494,3572,0,64,0,683,0
1852,1781722,516995,491,3242,0,112,0,273,12
62779,1800679,459576,260,1912,0,3066,0,422,0
1763,1804132,370294,472,2927,0,86,0,148,0
45794,1791916,224705,389,2240,0,399,0,174,0
61371,1853638,168660,273,1939,0,102,1,276,3
41785,1794685,416225,595,3668,0,145,1,325,1
312746,1825600,171514,240,1816,0,371,0,403,0
3495,1775397,449269,380,2609,0,56,0,461,0
1647,1813401,242682,383,2266,0,174,0,219,0
1875,1783962,202182,215,1567,0,73,0,150,1
8687,1807227,317141,387,2822,0,319,0,254,2
129116,1799132,318541,340,2628,0,69,0,406,5
154166,1614742,126411,218,1346,0,23,0,105,0
34418,1768997,228203,213,1508,0,772,0,276,2
2294,1800617,619667,212,3318,0,15,0,1847,0
38886,1801614,482998,265,3033,0,76,0,1468,0
42475,1767649,228160,301,1862,0,70,0,113,0
4177,1637836,159692,315,2121,0,78,0,311,0
26878,1811047,202440,226,1353,0,212,0,135,1
36346,1712441,648095,529,3590,0,58,0,376,0
8075,1747198,197462,209,1537,0,45,0,308,0
4817,1793701,147428,246,1423,0,76,0,88,0
30837,1760187,234699,231,2193,0,108,0,703,7
59886,1691354,534585,554,3602,0,91,0,449,0
77583,1789118,164536,245,1619,0,75,0,219,0
44986,1774053,531477,587,3316,0,110,0,347,0
50236,1797450,247779,358,2227,0,182,0,165,0
1460,1798399,146463,304,1894,0,48,0,190,0
29424,1727470,428778,525,3444,0,100,0,176,0
21506,1792939,244527,558,3537,0,93,0,376,0
18814,1817180,355386,358,2214,0,537,1,185,7
4631,1817340,317225,406,2577,0,240,0,219,2
46480,1801256,276379,296,2134,0,692,0,268,2
51418,5013625,643408,428,6198,0,262,0,2455,5
2567,1802750,899083,887,5735,0,451,0,957,0
429135,2063388,161082,202,1396,0,132,1,201,1
34324,1802526,155372,216,1605,0,65,0,185,0
2219,1795469,398462,479,3403,0,79,0,706,0
2813,1657071,541614,438,4030,0,134,0,859,5
799,1798911,480775,627,4421,0,355,0,526,4
1055,1857285,487986,771,5743,0,340,0,1016,5
34579,1793816,241082,307,1830,0,62,0,103,0
28250,1799321,507472,655,4203,0,1294,0,519,1
271648,2336527,184189,204,1572,0,71,0,288,0
20262,1787800,207354,413,2634,0,140,0,353,1
29063,1797038,532237,622,4323,0,156,3,567,1
96616,2804862,404520,432,3352,0,111,1,800,5
867,1829527,386027,438,3464,0,158,3,570,12
2923,1840408,614333,814,5609,0,273,0,610,3
32159,1769992,461878,502,4361,0,317,0,567,12
8538,1786282,183770,242,1558,0,527,0,181,1
40090,1793891,262268,352,2032,0,163,0,125,1
143315,1818908,184574,214,1333,0,747,0,117,1
1783,1786902,173625,309,2022,0,108,0,191,0
11677,1223516,158221,202,1195,0,63,0,63,0
1010,1750391,582150,758,4763,0,615,0,287,4
19495,1771316,566578,445,3509,0,142,0,601,12
2742,1797625,416073,483,3401,0,93,0,377,3
2703,1835840,182691,329,1902,0,430,0,141,0
1521,1795695,620364,826,5478,0,449,0,765,0
1195,1516265,181106,300,2063,0,503,0,301,0
1283,2042220,210524,207,1410,0,19,0,214,0
23514,1811581,300070,526,3128,0,163,0,139,2
27145,1742833,386950,362,2854,0,199,0,693,4
3185,1950958,103253,208,1277,0,63,0,82,0
97589,1807143,482108,496,3484,0,541,0,742,0
54182,1704802,278884,391,2424,0,107,0,215,5
51574,1684821,327234,314,1853,0,100,0,224,0
4705,1374037,216615,295,2162,0,43,0,296,1
5730,2452088,140399,211,1363,0,69,0,49,0
1855,1794286,478301,503,3807,0,1240,0,756,0
28200,1821793,208125,261,1543,0,161,0,37,0
113076,1725903,271871,386,2506,0,89,0,290,1
1654,1237277,173462,298,1858,0,705,0,104,0
72526,1551652,146184,256,1640,1,292,0,123,1
2078,1523834,346059,411,2582,0,42,0,78,0
58702,1802170,428369,584,3123,0,236,0,59,0
40633,1797188,541819,577,4523,0,85,0,839,4
38947,1850525,423244,746,4317,0,93,0,150,0
7543,1122306,223646,270,2004,0,79,1,238,4
24232,1628623,504307,696,4609,0,171,2,759,2
5203,1811856,376148,385,2907,0,84,0,270,3
20085,1849661,377575,365,2635,0,119,2,310,7
2436,1755359,179803,340,2084,0,79,0,67,4
863,1864475,279735,240,1849,0,144,1,454,0
1876,1806795,355881,316,2325,0,27,0,77,1
1608,1918507,583360,677,5743,0,598,0,1159,2
7188,1757980,234176,308,1947,0,74,0,195,0
17281,1775902,183537,201,1579,0,105,0,396,0
1311,1799772,252434,293,2028,0,231,0,291,0
1563,673774,256750,415,2472,0,37,0,198,0
2049,1770555,213283,369,2407,0,119,0,212,0
23254,1801899,200722,228,1663,0,59,0,111,1
2181,1809284,189296,322,1998,0,88,0,138,0
56462,1744934,304628,423,2755,0,110,21,277,1
97026,1791184,370296,379,2557,0,134,0,304,3
194913,1845282,311502,300,1988,0,96,0,346,0
16196,1788373,333230,563,4103,0,105,1,157,8
3643,457197,190120,202,1193,0,22,0,69,0
22573,1816007,255881,335,1990,0,59,0,171,0
1281,1873255,195882,241,1840,0,129,0,251,1
30528,1791911,422321,326,2572,0,303,0,580,0
196453,1802560,140284,213,1396,0,41,0,157,0
39020,1316842,313613,318,2260,0,82,0,390,0
42733,1792238,401947,303,1872,0,80,0,67,0
4098,1808513,616590,639,4117,0,74,0,249,0
20007,1737562,131641,210,1246,0,109,0,98,0
1244,1802181,144277,270,1426,0,194,0,47,2
8752,1817903,433893,346,2477,0,124,0,145,7
2253,1817804,243310,268,1901,0,687,0,374,0
63396,1789537,269387,430,2471,0,280,0,156,1
717,430216,139152,237,1570,0,45,0,68,2
1421,1802927,487233,549,4119,0,370,0,788,3
130141,1576568,172080,263,1721,0,48,0,245,0
3781,1753911,406485,532,3716,0,59,0,247,4
46769,1799643,284669,269,2182,0,395,0,597,2
62328,1812474,580471,206,5083,0,81,0,327,0
38054,1733839,296155,380,2499,0,207,0,301,2
2035,1803638,333093,349,2389,0,64,0,187,0
24966,1770635,256654,403,2661,0,226,0,259,0
29160,1810685,457187,488,3105,0,102,1,214,2
3588,1780522,677935,552,4563,0,623,0,863,21
38953,1779330,363466,489,3719,0,229,0,801,0
10720,1800189,204242,251,1675,0,1182,0,223,2
33803,1803070,221193,287,2042,0,83,1,453,1
2006,1801790,167880,235,1621,0,43,0,303,0
1302,1770059,380712,522,3599,0,117,0,561,2
35879,1684254,538550,306,2570,0,123,0,911,0
1232,1662203,258708,421,2923,0,1094,1,595,0
1504,1837777,280080,228,1373,0,49,0,99,0
123299,1810369,186708,238,1618,0,224,0,374,0
49081,1768934,106799,205,1306,0,191,0,159,0
44611,1808365,156140,277,1561,0,116,7,237,4
1152,1795099,586515,834,5575,0,254,0,990,3
5639,1690055,188712,255,1690,0,46,0,145,0
59513,1799320,296074,354,2496,0,2666,0,306,4
37739,1790430,363079,665,4141,0,108,0,426,0
1734,1769701,245099,516,2924,0,231,0,157,0
14029,1790115,478940,527,4458,0,138,0,1269,5
1505,625575,141310,205,1222,0,106,0,73,0
30545,1659849,315775,542,3043,0,90,0,130,2
43153,1892454,384597,457,3004,0,55,0,209,2
2138,1776874,346154,225,1735,0,257,0,383,0
29881,1754994,210842,236,1548,0,59,0,382,0
1218,1813375,287292,362,2998,0,140,0,483,5
30936,1773649,308760,347,2131,0,109,0,186,0
2694,1798034,221483,271,1747,0,327,1,148,0
10076,1312692,76218,234,1392,0,47,0,87,0
26627,1818529,469003,668,4118,0,554,0,216,0
1085,1731967,217514,252,1695,0,475,0,252,1
608,1767494,493388,567,4127,0,376,1,498,4
205484,1577895,245715,264,1820,0,149,0,262,1
209950,1797282,440632,289,2438,0,78,0,609,0
85594,1437912,349860,407,2645,0,328,0,255,4
18041,1655492,816328,943,5780,0,106,0,342,1
18617,1804133,592961,828,5792,0,554,1,852,4
57168,1565879,348120,273,2471,0,94,0,564,4
43333,1798626,414432,360,3462,0,168,2,410,19
633,1860007,345316,412,2790,0,409,0,478,0
291091,1771724,309766,373,2817,0,189,0,649,2
34960,1800118,180682,294,1955,0,191,0,272,0
1862,1757179,398329,263,1907,0,172,0,256,9
35572,1442152,396209,761,4301,0,455,0,378,0
312385,1859073,234139,168,1198,0,85,0,112,0
5441,1834201,459610,592,3371,0,198,1,147,0
90910,1340262,264144,221,1301,0,838,0,97,0
32587,1765352,330705,384,2321,0,58,0,118,0
4968,1864916,306800,287,2235,0,65,0,465,4
